country,indicator,value,year
Nepal,totalDemand,40127,2023
Nepal,totalDemand,4177,2024
Netherlands,totalDemand,25404,2016
Netherlands,totalDemand,169222,2017
Netherlands,totalDemand,226785,2018
Netherlands,totalDemand,277385,2019
Netherlands,totalDemand,306619,2020
Netherlands,totalDemand,494646,2021
Netherlands,totalDemand,552712,2022
Netherlands,totalDemand,604351,2023
Netherlands,totalDemand,114180,2024
New Zealand,totalDemand,16044,2016
New Zealand,totalDemand,103932,2017
New Zealand,totalDemand,133630,2018
New Zealand,totalDemand,162246,2019
New Zealand,totalDemand,141001,2020
New Zealand,totalDemand,185370,2021
New Zealand,totalDemand,176154,2022
New Zealand,totalDemand,172302,2023
New Zealand,totalDemand,26419,2024
Nicaragua,totalDemand,127,2016
Nicaragua,totalDemand,2218,2017
Nicaragua,totalDemand,2924,2018
Nicaragua,totalDemand,2390,2019
Nicaragua,totalDemand,2808,2020
Nicaragua,totalDemand,5617,2021
Nicaragua,totalDemand,4711,2022
Nicaragua,totalDemand,4694,2023
Nicaragua,totalDemand,1158,2024
Nigeria,totalDemand,12358,2016
Nigeria,totalDemand,39774,2017
Nigeria,totalDemand,59405,2018
Nigeria,totalDemand,77738,2019
Nigeria,totalDemand,122847,2020
Nigeria,totalDemand,187823,2021
Nigeria,totalDemand,258104,2022
Nigeria,totalDemand,140445,2023
Nigeria,totalDemand,28597,2024
Norway,totalDemand,9809,2016
Norway,totalDemand,50054,2017
Norway,totalDemand,68304,2018
Norway,totalDemand,77776,2019
Norway,totalDemand,74248,2020
Norway,totalDemand,99035,2021
Norway,totalDemand,119547,2022
Norway,totalDemand,120272,2023
Norway,totalDemand,17796,2024
Oman,totalDemand,1116,2016
Oman,totalDemand,9952,2017
Oman,totalDemand,15499,2018
Oman,totalDemand,21627,2019
Oman,totalDemand,27386,2020
Oman,totalDemand,34514,2021
Oman,totalDemand,33164,2022
Oman,totalDemand,34063,2023
Oman,totalDemand,4378,2024
Pakistan,totalDemand,27481,2016
Pakistan,totalDemand,123120,2017
Pakistan,totalDemand,170287,2018
Pakistan,totalDemand,228036,2019
Pakistan,totalDemand,314217,2020
Pakistan,totalDemand,577599,2021
Pakistan,totalDemand,707482,2022
Pakistan,totalDemand,902840,2023
Pakistan,totalDemand,130566,2024
Palestinian Territories,totalDemand,204,2016
Palestinian Territories,totalDemand,6677,2017
Palestinian Territories,totalDemand,9330,2018
Palestinian Territories,totalDemand,10946,2019
Palestinian Territories,totalDemand,10918,2020
Palestinian Territories,totalDemand,19753,2021
Palestinian Territories,totalDemand,19304,2022
Palestinian Territories,totalDemand,18783,2023
Palestinian Territories,totalDemand,2195,2024
Panama,totalDemand,1986,2016
Panama,totalDemand,10039,2017
Panama,totalDemand,14526,2018
Panama,totalDemand,19143,2019
Panama,totalDemand,17767,2020
Panama,totalDemand,24976,2021
Panama,totalDemand,26041,2022
Panama,totalDemand,23996,2023
Panama,totalDemand,3266,2024
Papua New Guinea,totalDemand,93,2016
Papua New Guinea,totalDemand,902,2017
Papua New Guinea,totalDemand,1507,2018
Papua New Guinea,totalDemand,2679,2019
Papua New Guinea,totalDemand,2341,2020
Papua New Guinea,totalDemand,2810,2021
Papua New Guinea,totalDemand,4037,2022
Papua New Guinea,totalDemand,2934,2023
Papua New Guinea,totalDemand,323,2024
Paraguay,totalDemand,84,2016
Paraguay,totalDemand,1202,2017
Paraguay,totalDemand,1798,2018
Paraguay,totalDemand,2472,2019
Paraguay,totalDemand,2145,2020
Paraguay,totalDemand,3945,2021
Paraguay,totalDemand,5775,2022
Paraguay,totalDemand,6793,2023
Paraguay,totalDemand,1302,2024
Peru,totalDemand,2529,2016
Peru,totalDemand,9996,2017
Peru,totalDemand,11434,2018
Peru,totalDemand,12644,2019
Peru,totalDemand,14528,2020
Peru,totalDemand,22322,2021
Peru,totalDemand,26730,2022
Peru,totalDemand,31034,2023
Peru,totalDemand,5291,2024
Philippines,totalDemand,31067,2016
Philippines,totalDemand,141325,2017
Philippines,totalDemand,142879,2018
Philippines,totalDemand,155784,2019
Philippines,totalDemand,166137,2020
Philippines,totalDemand,293990,2021
Philippines,totalDemand,371340,2022
Philippines,totalDemand,330581,2023
Philippines,totalDemand,58230,2024
Poland,totalDemand,7428,2016
Poland,totalDemand,43650,2017
Poland,totalDemand,62618,2018
Poland,totalDemand,68401,2019
Poland,totalDemand,72505,2020
Poland,totalDemand,106774,2021
Poland,totalDemand,155372,2022
Poland,totalDemand,137748,2023
Poland,totalDemand,31611,2024
Portugal,totalDemand,4405,2016
Portugal,totalDemand,30509,2017
Portugal,totalDemand,40878,2018
Portugal,totalDemand,57062,2019
Portugal,totalDemand,61666,2020
Portugal,totalDemand,85598,2021
Portugal,totalDemand,99706,2022
Portugal,totalDemand,104732,2023
Portugal,totalDemand,20941,2024
Puerto Rico,totalDemand,480,2016
Puerto Rico,totalDemand,8317,2017
Puerto Rico,totalDemand,13995,2018
Puerto Rico,totalDemand,17865,2019
Puerto Rico,totalDemand,21626,2020
Puerto Rico,totalDemand,30213,2021
Puerto Rico,totalDemand,33029,2022
Puerto Rico,totalDemand,33226,2023
Puerto Rico,totalDemand,5954,2024
Qatar,totalDemand,3102,2016
Qatar,totalDemand,20069,2017
Qatar,totalDemand,27664,2018
Qatar,totalDemand,37216,2019
Qatar,totalDemand,41353,2020
Qatar,totalDemand,54241,2021
Qatar,totalDemand,50603,2022
Qatar,totalDemand,52908,2023
Qatar,totalDemand,8076,2024
Republic of Moldova,totalDemand,187,2016
Republic of Moldova,totalDemand,1205,2017
Republic of Moldova,totalDemand,137,2018
Republic of Moldova,totalDemand,456,2019
Romania,totalDemand,9398,2016
Romania,totalDemand,51113,2017
Romania,totalDemand,68095,2018
Romania,totalDemand,79929,2019
Romania,totalDemand,80600,2020
Romania,totalDemand,103349,2021
Romania,totalDemand,131987,2022
Romania,totalDemand,156369,2023
Romania,totalDemand,22469,2024
Russia,totalDemand,9000,2016
Russia,totalDemand,93819,2017
Russia,totalDemand,142622,2018
Russia,totalDemand,171852,2019
Russia,totalDemand,183467,2020
Russia,totalDemand,248501,2021
Russia,totalDemand,50935,2022
Russia,totalDemand,5271,2023
Russia,totalDemand,517,2024
Russian Federation,totalDemand,4353,2016
Russian Federation,totalDemand,6470,2017
Russian Federation,totalDemand,6993,2018
Russian Federation,totalDemand,5740,2019
Rwanda,totalDemand,168,2016
Rwanda,totalDemand,1141,2017
Rwanda,totalDemand,2261,2018
Rwanda,totalDemand,3795,2019
Rwanda,totalDemand,3383,2020
Rwanda,totalDemand,3429,2021
Rwanda,totalDemand,5432,2022
Rwanda,totalDemand,4894,2023
Rwanda,totalDemand,909,2024
Saint Kitts and Nevis,totalDemand,1128,2016
Saint Kitts and Nevis,totalDemand,876,2017
Saint Kitts and Nevis,totalDemand,1249,2018
Saint Kitts and Nevis,totalDemand,1505,2019
Saint Kitts and Nevis,totalDemand,1425,2020
Saint Kitts and Nevis,totalDemand,1315,2021
Saint Kitts and Nevis,totalDemand,1121,2022
Saint Kitts and Nevis,totalDemand,1119,2023
Saint Kitts and Nevis,totalDemand,170,2024
Samoa,totalDemand,45,2016
Samoa,totalDemand,154,2017
Samoa,totalDemand,102,2018
Samoa,totalDemand,227,2019
Samoa,totalDemand,253,2020
Samoa,totalDemand,678,2021
Samoa,totalDemand,950,2022
Samoa,totalDemand,253,2023
Samoa,totalDemand,41,2024
San Marino,totalDemand,27,2016
San Marino,totalDemand,426,2017
San Marino,totalDemand,298,2018
San Marino,totalDemand,327,2019
San Marino,totalDemand,545,2020
San Marino,totalDemand,357,2021
San Marino,totalDemand,5184,2022
San Marino,totalDemand,3162,2023
San Marino,totalDemand,662,2024
Saudi Arabia,totalDemand,13858,2016
Saudi Arabia,totalDemand,90367,2017
Saudi Arabia,totalDemand,134361,2018
Saudi Arabia,totalDemand,185442,2019
Saudi Arabia,totalDemand,234502,2020
Saudi Arabia,totalDemand,321323,2021
Saudi Arabia,totalDemand,290909,2022
Saudi Arabia,totalDemand,292250,2023
Saudi Arabia,totalDemand,42059,2024
Serbia,totalDemand,4782,2016
Serbia,totalDemand,16975,2017
Serbia,totalDemand,26652,2018
Serbia,totalDemand,34852,2019
Serbia,totalDemand,34496,2020
Serbia,totalDemand,45518,2021
Serbia,totalDemand,60499,2022
Serbia,totalDemand,65488,2023
Serbia,totalDemand,10981,2024
Sierra Leone,totalDemand,18,2016
Sierra Leone,totalDemand,429,2017
Sierra Leone,totalDemand,515,2018
Sierra Leone,totalDemand,1077,2019
Sierra Leone,totalDemand,844,2020
Sierra Leone,totalDemand,817,2021
Sierra Leone,totalDemand,2028,2022
Sierra Leone,totalDemand,2076,2023
Sierra Leone,totalDemand,446,2024
Singapore,totalDemand,48710,2016
Singapore,totalDemand,244096,2017
Singapore,totalDemand,311826,2018
Singapore,totalDemand,368385,2019
Singapore,totalDemand,372843,2020
Singapore,totalDemand,499724,2021
Singapore,totalDemand,529634,2022
Singapore,totalDemand,413373,2023
Singapore,totalDemand,58829,2024
Slovakia,totalDemand,1088,2016
Slovakia,totalDemand,11525,2017
Slovakia,totalDemand,17152,2018
Slovakia,totalDemand,21173,2019
Slovakia,totalDemand,16686,2020
Slovakia,totalDemand,27278,2021
Slovakia,totalDemand,26400,2022
Slovakia,totalDemand,23415,2023
Slovakia,totalDemand,5577,2024
Slovenia,totalDemand,2698,2016
Slovenia,totalDemand,13085,2017
Slovenia,totalDemand,18812,2018
Slovenia,totalDemand,26172,2019
Slovenia,totalDemand,29969,2020
Slovenia,totalDemand,41985,2021
Slovenia,totalDemand,38971,2022
Slovenia,totalDemand,49219,2023
Slovenia,totalDemand,7532,2024
Somalia,totalDemand,39,2016
Somalia,totalDemand,893,2017
Somalia,totalDemand,1743,2018
Somalia,totalDemand,2745,2019
Somalia,totalDemand,4942,2020
Somalia,totalDemand,8985,2021
Somalia,totalDemand,8410,2022
Somalia,totalDemand,11384,2023
Somalia,totalDemand,1181,2024
South Africa,totalDemand,13911,2016
South Africa,totalDemand,67570,2017
South Africa,totalDemand,87713,2018
South Africa,totalDemand,109837,2019
South Africa,totalDemand,113573,2020
South Africa,totalDemand,172612,2021
South Africa,totalDemand,185850,2022
South Africa,totalDemand,176161,2023
South Africa,totalDemand,28780,2024
South Korea,totalDemand,4130,2016
South Korea,totalDemand,21842,2017
South Korea,totalDemand,31141,2018
South Korea,totalDemand,43730,2019
South Korea,totalDemand,49844,2020
South Korea,totalDemand,69492,2021
South Korea,totalDemand,90885,2022
South Korea,totalDemand,90226,2023
South Korea,totalDemand,13127,2024
Spain,totalDemand,27694,2016
Spain,totalDemand,141788,2017
Spain,totalDemand,182305,2018
Spain,totalDemand,205406,2019
Spain,totalDemand,205527,2020
Spain,totalDemand,293925,2021
Spain,totalDemand,308636,2022
Spain,totalDemand,336578,2023
Spain,totalDemand,61785,2024
Sri Lanka,totalDemand,2942,2016
Sri Lanka,totalDemand,19176,2017
Sri Lanka,totalDemand,25166,2018
Sri Lanka,totalDemand,29178,2019
Sri Lanka,totalDemand,37511,2020
Sri Lanka,totalDemand,49741,2021
Sri Lanka,totalDemand,42583,2022
Sri Lanka,totalDemand,45593,2023
Sri Lanka,totalDemand,7220,2024
St. Lucia,totalDemand,7,2016
St. Lucia,totalDemand,24,2017
St. Lucia,totalDemand,123,2018
St. Lucia,totalDemand,43,2019
St. Lucia,totalDemand,119,2020
St. Lucia,totalDemand,256,2021
St. Lucia,totalDemand,155,2022
St. Lucia,totalDemand,271,2023
St. Lucia,totalDemand,62,2024
St. Vincent,totalDemand,31,2016
St. Vincent,totalDemand,65,2017
St. Vincent,totalDemand,74,2018
St. Vincent,totalDemand,72,2019
St. Vincent,totalDemand,36,2021
St. Vincent,totalDemand,756,2023
Suriname,totalDemand,215,2016
Suriname,totalDemand,1323,2017
Suriname,totalDemand,1063,2018
Suriname,totalDemand,1214,2019
Suriname,totalDemand,979,2020
Suriname,totalDemand,1020,2021
Suriname,totalDemand,1807,2022
Suriname,totalDemand,1396,2023
Suriname,totalDemand,181,2024
Sweden,totalDemand,13351,2016
Sweden,totalDemand,79630,2017
Sweden,totalDemand,105804,2018
Sweden,totalDemand,135798,2019
Sweden,totalDemand,137649,2020
Sweden,totalDemand,183636,2021
Sweden,totalDemand,189043,2022
Sweden,totalDemand,178629,2023
Sweden,totalDemand,30235,2024
Switzerland,totalDemand,17828,2016
Switzerland,totalDemand,122183,2017
Switzerland,totalDemand,169886,2018
Switzerland,totalDemand,201916,2019
Switzerland,totalDemand,206875,2020
Switzerland,totalDemand,280540,2021
Switzerland,totalDemand,274906,2022
Switzerland,totalDemand,264311,2023
Switzerland,totalDemand,46528,2024
Taiwan,totalDemand,3377,2016
Taiwan,totalDemand,14069,2017
Taiwan,totalDemand,17661,2018
Taiwan,totalDemand,22664,2019
Taiwan,totalDemand,22456,2020
Taiwan,totalDemand,26209,2021
Taiwan,totalDemand,32692,2022
Taiwan,totalDemand,33272,2023
Taiwan,totalDemand,4193,2024
Tanzania,totalDemand,319,2016
Tanzania,totalDemand,5411,2017
Tanzania,totalDemand,6033,2018
Tanzania,totalDemand,6580,2019
Tanzania,totalDemand,7260,2020
Tanzania,totalDemand,10943,2021
Tanzania,totalDemand,13527,2022
Tanzania,totalDemand,13292,2023
Tanzania,totalDemand,2015,2024
Thailand,totalDemand,10475,2016
Thailand,totalDemand,57836,2017
Thailand,totalDemand,77015,2018
Thailand,totalDemand,86527,2019
Thailand,totalDemand,75853,2020
Thailand,totalDemand,97749,2021
Thailand,totalDemand,99775,2022
Thailand,totalDemand,99878,2023
Thailand,totalDemand,16534,2024
Trinidad and Tobago,totalDemand,366,2016
Trinidad and Tobago,totalDemand,8266,2017
Trinidad and Tobago,totalDemand,9450,2018
Trinidad and Tobago,totalDemand,12119,2019
Trinidad and Tobago,totalDemand,13557,2020
Trinidad and Tobago,totalDemand,15645,2021
Trinidad and Tobago,totalDemand,12153,2022
Trinidad and Tobago,totalDemand,11698,2023
Trinidad and Tobago,totalDemand,1642,2024
Tunisia,totalDemand,1126,2016
Tunisia,totalDemand,7301,2017
Tunisia,totalDemand,7068,2018
Tunisia,totalDemand,8755,2019
Tunisia,totalDemand,11931,2020
Tunisia,totalDemand,15352,2021
Tunisia,totalDemand,19366,2022
Tunisia,totalDemand,21445,2023
Tunisia,totalDemand,3862,2024
Turkey,totalDemand,6678,2016
Turkey,totalDemand,43529,2017
Turkey,totalDemand,75732,2018
Turkey,totalDemand,82811,2019
Turkey,totalDemand,101652,2020
Turkey,totalDemand,152854,2021
Turkey,totalDemand,181538,2022
Turkey,totalDemand,206171,2023
Turkey,totalDemand,30587,2024
Uganda,totalDemand,580,2016
Uganda,totalDemand,4126,2017
Uganda,totalDemand,4169,2018
Uganda,totalDemand,5354,2019
Uganda,totalDemand,8584,2020
Uganda,totalDemand,11932,2021
Uganda,totalDemand,14814,2022
Uganda,totalDemand,19362,2023
Uganda,totalDemand,4122,2024
Ukraine,totalDemand,16174,2016
Ukraine,totalDemand,92389,2017
Ukraine,totalDemand,133259,2018
Ukraine,totalDemand,158565,2019
Ukraine,totalDemand,166051,2020
Ukraine,totalDemand,248202,2021
Ukraine,totalDemand,232017,2022
Ukraine,totalDemand,246603,2023
Ukraine,totalDemand,47143,2024
United Arab Emirates,totalDemand,27504,2016
United Arab Emirates,totalDemand,177569,2017
United Arab Emirates,totalDemand,253354,2018
United Arab Emirates,totalDemand,318974,2019
United Arab Emirates,totalDemand,377173,2020
United Arab Emirates,totalDemand,545722,2021
United Arab Emirates,totalDemand,600618,2022
United Arab Emirates,totalDemand,649432,2023
United Arab Emirates,totalDemand,99626,2024
United Kingdom,totalDemand,196636,2016
United Kingdom,totalDemand,1230117,2017
United Kingdom,totalDemand,1678370,2018
United Kingdom,totalDemand,2022777,2019
United Kingdom,totalDemand,2058472,2020
United Kingdom,totalDemand,2800133,2021
United Kingdom,totalDemand,2740393,2022
United Kingdom,totalDemand,2732691,2023
United Kingdom,totalDemand,473340,2024
United States,totalDemand,1522633,2016
United States,totalDemand,8377557,2017
United States,totalDemand,10333737,2018
United States,totalDemand,9360520,2019
United States,totalDemand,9746835,2020
United States,totalDemand,12583290,2021
United States,totalDemand,12601023,2022
United States,totalDemand,12355835,2023
United States,totalDemand,2066641,2024
United States Minor Outlying Islands,totalDemand,924,2016
United States Minor Outlying Islands,totalDemand,1594,2017
United States Minor Outlying Islands,totalDemand,2071,2018
United States Minor Outlying Islands,totalDemand,1992,2019
United States Minor Outlying Islands,totalDemand,1610,2020
United States Minor Outlying Islands,totalDemand,3085,2021
United States Minor Outlying Islands,totalDemand,3230,2022
United States Minor Outlying Islands,totalDemand,1355,2023
United States Minor Outlying Islands,totalDemand,241,2024
Uruguay,totalDemand,907,2016
Uruguay,totalDemand,8780,2017
Uruguay,totalDemand,10259,2018
Uruguay,totalDemand,12282,2019
Uruguay,totalDemand,13167,2020
Uruguay,totalDemand,16172,2021
Uruguay,totalDemand,15772,2022
Uruguay,totalDemand,14705,2023
Uruguay,totalDemand,2819,2024
Venezuela,totalDemand,706,2016
Venezuela,totalDemand,8391,2017
Venezuela,totalDemand,12458,2018
Venezuela,totalDemand,9416,2019
Venezuela,totalDemand,8702,2020
Venezuela,totalDemand,11070,2021
Venezuela,totalDemand,18010,2022
Venezuela,totalDemand,20829,2023
Venezuela,totalDemand,4044,2024
Vietnam,totalDemand,10262,2016
Vietnam,totalDemand,43435,2017
Vietnam,totalDemand,47446,2018
Vietnam,totalDemand,55208,2019
Vietnam,totalDemand,45491,2020
Vietnam,totalDemand,61318,2021
Vietnam,totalDemand,78446,2022
Vietnam,totalDemand,87614,2023
Vietnam,totalDemand,13010,2024
Zambia,totalDemand,182,2016
Zambia,totalDemand,2664,2017
Zambia,totalDemand,3261,2018
Zambia,totalDemand,4769,2019
Zambia,totalDemand,4380,2020
Zambia,totalDemand,5631,2021
Zambia,totalDemand,7438,2022
Zambia,totalDemand,7918,2023
Zambia,totalDemand,1319,2024
Afghanistan,totalSupply,2461,2017
Afghanistan,totalSupply,20583,2018
Afghanistan,totalSupply,6863.999999999999,2019
Afghanistan,totalSupply,6453.000000000001,2020
Afghanistan,totalSupply,1966.4,2021
Afghanistan,totalSupply,11970.61,2022
Afghanistan,totalSupply,8204.01300000001,2023
Afghanistan,totalSupply,1760.4400000000023,2024
Albania,totalSupply,18510,2017
Albania,totalSupply,55561,2018
Albania,totalSupply,60870,2019
Albania,totalSupply,62237.80000000003,2020
Albania,totalSupply,114748.00000000013,2021
Albania,totalSupply,144608.35800000018,2022
Albania,totalSupply,47372.110999999975,2023
Albania,totalSupply,16610.71,2024
Algeria,totalSupply,59532,2017
Algeria,totalSupply,135273,2018
Algeria,totalSupply,229489.2999999999,2019
Algeria,totalSupply,239368.8000000001,2020
Algeria,totalSupply,335226.3999999999,2021
Algeria,totalSupply,369500.5539999999,2022
Algeria,totalSupply,260758.67100000015,2023
Algeria,totalSupply,59738.225999999995,2024
American Samoa,totalSupply,1344,2019
Andorra,totalSupply,356.40000000000003,2021
Andorra,totalSupply,274.68799999999993,2022
Andorra,totalSupply,291.5279999999999,2023
Angola,totalSupply,877.6,2019
Angola,totalSupply,7.200000000000002,2020
Angola,totalSupply,65.51999999999998,2022
Angola,totalSupply,151.10999999999996,2023
Angola,totalSupply,86.99200000000003,2024
Antigua and Barbuda,totalSupply,6.048000000000004,2023
Antigua and Barbuda,totalSupply,2.1120000000000005,2024
Argentina,totalSupply,145777,2017
Argentina,totalSupply,259300,2018
Argentina,totalSupply,643699.9999999995,2019
Argentina,totalSupply,1122328.8,2020
Argentina,totalSupply,1157605.5999999994,2021
Argentina,totalSupply,1938423.7930000003,2022
Argentina,totalSupply,1292293.15,2023
Argentina,totalSupply,324135.9150000001,2024
Armenia,totalSupply,25919,2017
Armenia,totalSupply,61100,2018
Armenia,totalSupply,242741.2000000002,2019
Armenia,totalSupply,477775.60000000097,2020
Armenia,totalSupply,496168.9999999988,2021
Armenia,totalSupply,805560.3569999991,2022
Armenia,totalSupply,372867.47700000013,2023
Armenia,totalSupply,107185.42899999997,2024
Aruba,totalSupply,99.99999999999999,2019
Aruba,totalSupply,516.8000000000002,2020
Aruba,totalSupply,13.999999999999998,2021
Aruba,totalSupply,26.688000000000006,2023
Australia,totalSupply,133899,2017
Australia,totalSupply,447872,2018
Australia,totalSupply,1164537.9,2019
Australia,totalSupply,1476702.5999999994,2020
Australia,totalSupply,1317262.3999999992,2021
Australia,totalSupply,1291939.863999999,2022
Australia,totalSupply,732483.0569999998,2023
Australia,totalSupply,249161.75899999996,2024
Austria,totalSupply,22719,2017
Austria,totalSupply,56329,2018
Austria,totalSupply,43739.00000000006,2019
Austria,totalSupply,62021.2,2020
Austria,totalSupply,88738.00000000012,2021
Austria,totalSupply,134772.14500000002,2022
Austria,totalSupply,22113.446999999986,2023
Austria,totalSupply,6868.271999999998,2024
